Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20
0.3333333333333333,0.5,0.5,0.6,0.6,0.8,0.6,0.8,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.7142857142857143,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8181818181818182
0.5,0.25,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7272727272727273
0.5,0.5,0.25,0.6,0.4,0.6,0.6,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.8181818181818182
0.6,0.4,0.6,0.2,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7272727272727273
0.6,0.4,0.4,0.4,0.2,0.6,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7272727272727273
0.8,0.4,0.6,0.4,0.6,0.2,0.6,0.4,0.3333333333333333,0.5,0.6666666666666666,0.5,0.5,0.5,0.5714285714285714,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.7777777777777778,0.7272727272727273
0.6,0.4,0.6,0.4,0.4,0.6,0.2,0.4,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7272727272727273
0.8,0.4,0.6,0.4,0.4,0.4,0.4,0.2,0.5,0.5,0.5,0.5,0.5,0.5,0.5714285714285714,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7272727272727273
0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,0.5,0.16666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.5,0.42857142857142855,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6363636363636364
0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.5,0.42857142857142855,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6363636363636364
0.6666666666666666,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.16666666666666666,0.5,0.5,0.5,0.5714285714285714,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.7272727272727273
0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.42857142857142855,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.6363636363636364
