cpd,ma
C00363,17.0
C00364,16.0
C00365,15.0
C00369,9.0
C00376,10.0
C00379,4.0
C00380,7.0
C00387,14.0
C00389,11.0
C00390,11.0
C00399,11.0
C00402,5.0
C00405,4.0
C00407,6.0
C00409,0.0
C00415,22.0
C00416,10.0
C00417,6.0
C00418,5.0
C00424,3.0
C00430,6.0
C00431,5.0
C00435,NaN
C00437,8.0
C00438,8.0
C00439,7.0
C00440,20.0
C00441,5.0
C00445,22.0
C00446,10.0
C00447,10.0
C00448,12.0
C00454,10.0
C00455,17.0
C00458,19.0
C00459,19.0
C00460,17.0
C00462,1.0
C00463,5.0
C00469,1.0
C00473,10.0
C00475,13.0
C00483,7.0
C00490,5.0
C00493,8.0
C00498,24.0
C00507,5.0
C00509,11.0
C00511,3.0
C00512,38.0
C00522,5.0
C00526,11.0
C00527,39.0
C00531,39.0
C00536,5.0
C00543,1.0
C00546,2.0
C00561,7.0
C00562,NaN
C00565,2.0
C00568,7.0
C00575,16.0
C00576,4.0
C00577,3.0
C00579,7.0
C00580,1.0
C00585,13.0
C00593,5.0
C00605,38.0
C00613,11.0
C00614,10.0
C00615,12.0
C00620,9.0
C00621,18.0
C00623,7.0
C00624,7.0
C00631,8.0
C00636,10.0
C00638,4.0
C00640,39.0
C00641,6.0
C00645,9.0
C00655,18.0
C00658,39.0
C00664,22.0
C00666,6.0
C00668,10.0
C00669,8.0
C00670,10.0
C00671,6.0
C00672,9.0
C00673,9.0
C00677,11.0
C00680,6.0
C00681,10.0
C00685,5.0
C00691,6.0
C00693,5.0
C00698,1.0
C00700,21.0
C00703,1.0
C00704,0.0
C00705,18.0
C00718,7.0
C00719,5.0
C00721,9.0
C00726,1.0
C00740,4.0
C00741,3.0
C00748,37.0
C00756,5.0
C00772,6.0
C00791,6.0
C00794,5.0
C00795,6.0
C00810,4.0
C00817,6.0
C00821,34.0
C00826,9.0
C00842,24.0
C00844,13.0
C00846,5.0
C00857,29.0
C00860,8.0
C00861,6.0
C00862,30.0
C00868,33.0
C00876,35.0
C00877,37.0
C00881,13.0
C00882,31.0
C00886,26.0
C00894,37.0
C00900,5.0
C00919,7.0
C00921,16.0
C00931,10.0
C00942,17.0
C00944,7.0
C00954,9.0
C00957,4.0
C00962,6.0
C00963,7.0
C00966,6.0
C00979,5.0
C00986,2.0
C00988,7.0
C01001,31.0
C01005,8.0
C01019,5.0
C01024,31.0
C01026,5.0
C01045,7.0
C01051,29.0
C01077,6.0
C01080,34.0
C01081,18.0
C01086,38.0
C01087,5.0
C01094,10.0
C01097,10.0
C01099,10.0
C01100,12.0
C01102,9.0
C01107,9.0
C01118,7.0
C01122,38.0
C01134,13.0
C01137,18.0
C01144,38.0
C01151,9.0
C01157,6.0
C01159,8.0
C01165,5.0
C01167,17.0
C01170,26.0
C01171,10.0
C01172,10.0
C01177,8.0
C01179,9.0
C01182,9.0
C01185,16.0
C01190,21.0
C01209,5.0
C01213,39.0
C01217,38.0
C01222,25.0
C01228,20.0
C01233,8.0
C01242,10.0
C01250,7.0
C01267,13.0
C01269,14.0
C01271,6.0
C01274,40.0
C01278,7.0
C01279,7.0
C01290,27.0
C01300,11.0
C01302,17.0
C01304,17.0
C01319,1.0
C01324,1.0
C01327,1.0
C01330,1.0
C01334,0.0
C01335,0.0
C01345,20.0
C01346,16.0
C01352,41.0
C01353,2.0
C01371,1.0
C01389,9.0
C01401,4.0
C01412,3.0
C01419,7.0
C01450,2.0
C01507,5.0
C01528,1.0
C01545,5.0
C01563,2.0
C01594,10.0
C01609,NaN
C01612,2.0
C01635,NaN
C01636,NaN
C01637,NaN
C01638,NaN
C01639,NaN
C01641,NaN
C01642,NaN
C01643,NaN
C01644,NaN
C01645,NaN
C01646,NaN
C01647,NaN
C01648,NaN
C01649,NaN
C01650,NaN
C01651,NaN
C01652,NaN
C01672,3.0
C01769,4.0
C01801,5.0
C01826,5.0
C01832,42.0
C01847,22.0
C01872,1.0
C01898,17.0
C01918,20.0
C01929,8.0
C01931,25.0
C01935,15.0
C01944,40.0
C01977,37.0
C01978,42.0
C01997,10.0
C02047,40.0
C02051,9.0
C02128,19.0
C02133,6.0
C02163,40.0
C02166,27.0
C02188,9.0
C02211,17.0
C02214,5.0
C02226,5.0
C02232,41.0
C02282,38.0
C02297,4.0
C02320,12.0
C02331,37.0
C02336,6.0
C02356,5.0
C02376,8.0
C02411,39.0
C02412,23.0
C02415,9.0
C02430,39.0
C02463,34.0
C02469,32.0
C02474,16.0
C02475,6.0
C02478,7.0
C02483,14.0
C02492,7.0
C02501,6.0
C02504,6.0
C02512,6.0
C02532,8.0
C02553,27.0
C02565,5.0
C02583,8.0
C02593,42.0
C02612,5.0
C02630,5.0
C02631,7.0
C02637,8.0
C02659,4.0
C02661,1.0
C02702,30.0
C02713,11.0
C02714,5.0
C02729,NaN
C02739,26.0
C02741,24.0
C02743,8.0
C02764,32.0
C02843,38.0
C02909,6.0
C02929,4.0
C02938,8.0
C02939,39.0
C02962,10.0
C02972,8.0
C02984,26.0
C02987,38.0
C02988,33.0
C02992,28.0
C03021,8.0
C03023,10.0
C03028,20.0
C03044,3.0
C03046,3.0
C03058,40.0
C03069,39.0
C03082,9.0
C03090,9.0
C03117,24.0
C03120,8.0
C03125,38.0
C03127,39.0
C03175,12.0
C03187,21.0
C03193,11.0
C03197,4.0
C03221,41.0
C03232,8.0
C03263,24.0
C03273,4.0
C03284,5.0
C03297,24.0
C03306,10.0
C03319,23.0
C03344,39.0
C03345,38.0
C03356,9.0
C03363,9.0
C03373,15.0
C03391,34.0
C03402,29.0
C03406,11.0
C03451,14.0
C03453,6.0
C03460,37.0
C03479,22.0
C03492,13.0
C03506,13.0
C03508,5.0
C03511,32.0
C03512,44.0
C03523,6.0
C03546,8.0
C03576,5.0
C03586,6.0
C03617,33.0
C03626,10.0
C03633,9.0
C03638,23.0
C03656,6.0
C03680,8.0
C03687,1.0
C03722,8.0
C03735,10.0
C03740,9.0
C03741,5.0
C03742,7.0
C03758,7.0
C03785,10.0
C03794,22.0
C03798,9.0
C03800,9.0
C03802,11.0
C03803,4.0
C03838,13.0
C03880,30.0
C03895,11.0
C03899,15.0
C03912,6.0
C03920,6.0
C03922,7.0
C03972,7.0
C04006,8.0
C04051,8.0
C04053,7.0
C04088,8.0
C04133,11.0
C04142,11.0
C04144,27.0
C04153,38.0
C04157,38.0
C04188,10.0
C04213,39.0
C04225,6.0
C04236,6.0
C04242,16.0
C04246,5.0
C04250,34.0
C04253,NaN
C04258,34.0
C04261,15.0
C04262,16.0
C04281,7.0
C04302,16.0
C04309,9.0
C04311,11.0
C04312,22.0
C04322,6.0
C04330,37.0
C04341,5.0
C04352,15.0
C04377,36.0
C04405,38.0
C04411,6.0
C04421,9.0
C04462,10.0
C04471,7.0
C04488,38.0
C04489,26.0
C04500,31.0
C04501,13.0
C04504,9.0
C04524,10.0
C04556,11.0
C04570,NaN
C04574,31.0
C04582,11.0
C04590,15.0
C04593,6.0
C04618,6.0
C04619,8.0
C04620,8.0
C04628,14.0
C04633,9.0
C04638,21.0
C04640,14.0
C04646,18.0
C04666,12.0
C04677,18.0
C04681,18.0
C04688,9.0
C04735,9.0
C04751,17.0
C04752,12.0
C04807,16.0
C04823,22.0
C04832,21.0
C04874,13.0
C04884,50.0
C04895,19.0
C04896,23.0
C04911,58.0
C04916,23.0
C05067,38.0
C05116,38.0
C05125,19.0
C05143,13.0
C05167,4.0
C05172,3.0
C05196,NaN
C05197,6.0
C05198,12.0
C05199,NaN
C05223,8.0
C05231,39.0
C05258,43.0
C05259,44.0
C05260,43.0
C05261,43.0
C05262,43.0
C05263,42.0
C05264,42.0
C05265,42.0
C05266,40.0
C05267,40.0
C05268,40.0
C05269,39.0
C05270,38.0
C05271,38.0
C05272,42.0
C05273,41.0
C05274,40.0
C05275,40.0
C05276,39.0
C05312,6.0
C05335,7.0
C05336,39.0
C05345,10.0
C05378,10.0
C05382,10.0
C05394,6.0
C05403,8.0
C05444,13.0
C05445,15.0
C05519,5.0
C05526,14.0
C05528,7.0
C05576,7.0
C05577,7.0
C05623,18.0
C05668,37.0
C05670,3.0
C05684,2.0
C05686,20.0
C05688,5.0
C05689,6.0
C05691,20.0
C05695,9.0
C05697,2.0
C05698,6.0
C05703,0.0
C05711,9.0
C05712,4.0
C05713,10.0
C05714,3.0
C05715,6.0
C05729,8.0
C05744,5.0
C05745,5.0
C05746,6.0
C05747,7.0
C05748,7.0
C05749,6.0
C05750,7.0
C05751,8.0
C05752,7.0
C05753,8.0
C05754,9.0
C05755,7.0
C05756,9.0
C05757,9.0
C05758,9.0
C05759,9.0
C05760,10.0
C05761,8.0
C05762,9.0
C05763,10.0
C05764,8.0
C05766,32.0
C05768,23.0
C05778,33.0
C05796,9.0
C05823,4.0
C05824,9.0
C05838,7.0
C05839,12.0
C05840,5.0
C05844,12.0
C05921,31.0
C05924,20.0
C05925,17.0
C05951,21.0
C05983,20.0
C05984,4.0
C05993,19.0
C05998,38.0
C06000,38.0
C06002,4.0
C06006,6.0
C06010,5.0
C06019,9.0
C06020,25.0
C06021,22.0
C06032,5.0
C06055,9.0
C06056,5.0
C06112,39.0
C06113,25.0
C06114,9.0
C06135,37.0
C06136,43.0
C06156,10.0
C06196,17.0
C06232,2.0
C06240,27.0
C06249,9.0
C06250,16.0
C06326,6.0
C06378,6.0
C06423,6.0
C06481,24.0
C06482,24.0
C06563,10.0
C06597,4.0
C06598,6.0
C06599,5.0
C06609,3.0
C06610,3.0
C06611,3.0
C06612,3.0
C06613,3.0
C06714,41.0
C06715,42.0
C06717,18.0
C06752,2.0
C06753,2.0
C06899,5.0
C06988,4.0
C07086,7.0
C07118,42.0
C07281,9.0
C07282,11.0
C07478,7.0
C07479,7.0
C07490,4.0
C07645,11.0
C07649,6.0
C08325,19.0
C08334,10.0
C08492,4.0
C09099,22.0
C09126,18.0
C09814,5.0
C10208,9.0
C10216,19.0
C11039,20.0
C11062,38.0
C11439,13.0
C11440,12.0
C11475,34.0
C11502,38.0
C11511,5.0
C11521,26.0
C11536,11.0
C11537,7.0
C11572,26.0
C11903,24.0
C11904,22.0
C11945,40.0
C11946,41.0
C11947,41.0
C14089,6.0
C14090,6.0
C14099,6.0
C14144,39.0
C14145,41.0
C14151,12.0
C14155,14.0
C14156,13.0
C15489,43.0
C15498,1.0
C15527,31.0
C15565,4.0
C15585,NaN
C15602,NaN
C15603,NaN
C15653,11.0
C15667,16.0
C15810,6.0
C15811,8.0
C15812,9.0
C15814,6.0
C15853,6.0
C15854,12.0
C15882,15.0
C15883,16.0
C15972,9.0
C15973,8.0
C15999,8.0
C16074,6.0
C16169,45.0
C16173,45.0
C16181,6.0
C16182,5.0
C16219,9.0
C16220,9.0
C16221,10.0
C16237,9.0
C16238,26.0
C16240,0.0
C16241,8.0
C16310,4.0
C16328,47.0
C16329,47.0
C16330,47.0
C16331,46.0
C16332,47.0
C16333,45.0
C16334,46.0
C16335,46.0
C16336,45.0
C16337,44.0
C16338,46.0
C16339,44.0
C16348,3.0
C16376,50.0
C16389,49.0
C16396,7.0
C16399,6.0
C16463,31.0
C16466,41.0
C16468,39.0
C16469,39.0
C16470,38.0
C16471,40.0
C16551,10.0
C16565,5.0
C16586,10.0
C16587,11.0
C16595,11.0
C16596,11.0
C16617,21.0
C16618,19.0
C16619,18.0
C16633,12.0
C16636,NaN
C16638,29.0
C16698,15.0
C16832,8.0
C16848,9.0
C16849,7.0
C16850,8.0
C17023,NaN
C17207,16.0
C17234,5.0
C17322,35.0
C17324,36.0
C17556,33.0
C18059,45.0
C18060,13.0
C18076,32.0
C18096,10.0
C18237,22.0
C18239,17.0
C18796,4.0
C18799,43.0
C18802,43.0
C18902,2.0
C18910,16.0
C18911,9.0
C19078,32.0
C19080,41.0
C19085,59.0
C19152,30.0
C19153,26.0
C19154,19.0
C19155,21.0
C19156,7.0
C19609,1.0
C19647,43.0
C19771,44.0
C19830,8.0
C19831,7.0
C19848,34.0
C19852,31.0
C19871,38.0
C19878,10.0
C19879,10.0
C19891,4.0
C19967,21.0
C19968,19.0
C19975,41.0
C20062,40.0
C20251,6.0
C20258,8.0
C20345,8.0
C20372,8.0
C20373,8.0
C20376,8.0
C20377,9.0
C20466,30.0
C20518,21.0
C20559,13.0
C20567,16.0
C20627,45.0
C20628,25.0
C20641,23.0
C20642,30.0
C20648,36.0
C20652,43.0
C20658,26.0
C20688,37.0
C20691,39.0
C20737,10.0
C20738,11.0
C20743,10.0
C20750,41.0
C20751,42.0
C20752,44.0
C20754,43.0
C20764,14.0
C20796,36.0
C20858,9.0
C20864,28.0
C20904,4.0
C20905,5.0
C20926,13.0
C20954,10.0
C20960,8.0
C20969,6.0
C21015,8.0
C21016,10.0
C21031,32.0
C21101,15.0
C21107,12.0
C21214,8.0
C21215,26.0
C21284,29.0
C21310,22.0
C21335,16.0
C21336,7.0
C21440,9.0
C21621,21.0
C21629,22.0
C21652,15.0
C21751,18.0
C21767,17.0
C21769,22.0
C21835,35.0
C21851,16.0
C21861,7.0
C21877,32.0
C21878,18.0
C21879,35.0
C21880,25.0
C21881,24.0
C21906,52.0
C22029,10.0
C22157,0.0
C22158,0.0
C22160,7.0
C22277,26.0
C22297,21.0
C22298,22.0
C22299,25.0
C22337,9.0
C22395,22.0
C22438,8.0
C22441,17.0
C22453,10.0
C22634,26.0
C22636,60.0
C22639,26.0
C22690,34.0
C22712,8.0
C22713,8.0
C23006,44.0
C23007,43.0
C23013,54.0
C23016,54.0
C23017,48.0
C23021,44.0
C23022,42.0
