cpd,ma
C00559,13.0
C00568,7.0
C00575,16.0
C00576,4.0
C00577,3.0
C00579,7.0
C00605,38.0
C00620,9.0
C00627,12.0
C00631,8.0
C00636,10.0
C00638,4.0
C00641,6.0
C00645,9.0
C00655,18.0
C00662,NaN
C00666,6.0
C00667,NaN
C00668,10.0
C00669,8.0
C00671,6.0
C00672,9.0
C00673,9.0
C00677,11.0
C00680,6.0
C00681,10.0
C00685,5.0
C00686,13.0
C00688,23.0
C00692,38.0
C00693,5.0
C00700,21.0
C00704,0.0
C00705,18.0
C00718,7.0
C00721,9.0
C00756,5.0
C00772,6.0
C00787,NaN
C00794,5.0
C00821,34.0
C00826,9.0
C00831,9.0
C00842,24.0
C00857,29.0
C00864,9.0
C00868,33.0
C00881,13.0
C00882,31.0
C00886,26.0
C00900,5.0
C00911,5.0
C00921,16.0
C00940,6.0
C00942,17.0
C00944,7.0
C00966,6.0
C00979,5.0
C00988,7.0
C00989,4.0
C00991,NaN
C00993,6.0
C01005,8.0
C01037,7.0
C01050,29.0
C01063,40.0
C01081,18.0
C01083,7.0
C01092,7.0
C01094,10.0
C01099,10.0
C01102,9.0
C01103,17.0
C01112,8.0
C01117,9.0
C01127,6.0
C01132,9.0
C01134,13.0
C01137,18.0
C01157,6.0
C01165,5.0
C01170,25.0
C01171,10.0
C01172,10.0
C01185,16.0
C01187,8.0
C01209,5.0
C01212,33.0
C01217,35.0
C01228,20.0
C01240,9.0
C01242,10.0
C01268,16.0
C01269,14.0
C01271,6.0
C01278,7.0
C01289,43.0
C01290,27.0
C01300,11.0
C01304,17.0
C01344,18.0
C01345,19.0
C01346,16.0
C01352,38.0
C01353,2.0
C01367,17.0
C01368,15.0
C01412,3.0
C01419,7.0
C01450,2.0
C01468,5.0
C01507,5.0
C01528,1.0
C01545,5.0
C01612,2.0
C01635,NaN
C01636,NaN
C01638,NaN
C01639,NaN
C01640,NaN
C01641,NaN
C01642,NaN
C01643,NaN
C01644,NaN
C01645,NaN
C01646,NaN
C01647,NaN
C01648,NaN
C01649,NaN
C01650,NaN
C01651,NaN
C01652,NaN
C01653,NaN
C01672,3.0
C01674,10.0
C01762,14.0
C01764,33.0
C01866,NaN
C01879,6.0
C01909,9.0
C01931,25.0
C01935,30.0
C01977,37.0
C01978,42.0
C02028,3.0
C02047,40.0
C02051,9.0
C02097,24.0
C02128,19.0
C02133,6.0
C02163,40.0
C02211,17.0
C02218,4.0
C02226,5.0
C02282,38.0
C02353,17.0
C02354,17.0
C02355,15.0
C02356,5.0
C02362,5.0
C02380,7.0
C02412,23.0
C02430,39.0
C02504,6.0
C02508,9.0
C02520,9.0
C02553,27.0
C02554,38.0
C02583,8.0
C02612,5.0
C02631,7.0
C02637,8.0
C02702,30.0
C02713,11.0
C02743,8.0
C02745,NaN
C02764,32.0
C02839,43.0
C02843,37.0
C02869,NaN
C02909,6.0
C02929,4.0
C02962,10.0
C02970,32.0
C02972,8.0
C02984,26.0
C02987,38.0
C02988,33.0
C02992,28.0
C02999,12.0
C03028,20.0
C03082,9.0
C03090,9.0
C03125,38.0
C03127,39.0
C03150,13.0
C03175,12.0
C03272,42.0
C03287,9.0
C03294,38.0
C03319,23.0
C03356,9.0
C03391,34.0
C03393,9.0
C03402,29.0
C03405,31.0
C03419,9.0
C03446,33.0
C03451,14.0
C03479,22.0
C03492,13.0
C03511,32.0
C03512,44.0
C03523,6.0
C03541,28.0
C03586,6.0
C03589,6.0
C03617,33.0
C03633,9.0
C03657,9.0
C03684,11.0
C03688,NaN
C03722,8.0
C03735,10.0
C03794,22.0
C03798,9.0
C03802,11.0
C03803,4.0
C03806,NaN
C03838,13.0
C03880,30.0
C03892,12.0
C03899,15.0
C03912,6.0
C03939,3.0
C03972,7.0
C04039,5.0
C04046,10.0
C04051,8.0
C04079,5.0
C04088,8.0
C04121,26.0
C04131,4.0
C04132,12.0
C04136,13.0
C04146,23.0
C04157,38.0
C04181,6.0
C04188,10.0
C04242,16.0
C04246,5.0
C04257,13.0
C04258,34.0
C04272,5.0
C04281,7.0
C04309,9.0
C04332,15.0
C04341,5.0
C04352,15.0
C04376,13.0
C04377,36.0
C04411,6.0
C04419,19.0
C04425,20.0
C04432,38.0
C04442,11.0
C04454,15.0
C04478,12.0
C04494,23.0
C04501,13.0
C04574,32.0
C04582,11.0
C04618,6.0
C04619,8.0
C04620,8.0
C04631,30.0
C04633,9.0
C04646,18.0
C04652,38.0
C04677,18.0
C04681,18.0
C04688,9.0
C04691,11.0
C04702,49.0
C04730,41.0
C04732,11.0
C04734,19.0
C04735,9.0
C04737,31.0
C04738,37.0
C04778,18.0
C04807,16.0
C04823,22.0
C04824,29.0
C04851,67.0
C04856,30.0
C04877,43.0
C04881,54.0
C04882,49.0
C04884,50.0
C04895,19.0
C04899,31.0
C04919,47.0
C04932,49.0
C05125,19.0
C05167,4.0
C05196,NaN
C05197,6.0
C05198,12.0
C05199,NaN
C05223,8.0
C05227,NaN
C05312,6.0
C05335,7.0
C05336,39.0
C05345,10.0
C05359,NaN
C05378,10.0
C05382,10.0
C05444,14.0
C05445,15.0
C05512,13.0
C05526,14.0
C05551,14.0
C05576,7.0
C05577,7.0
C05684,2.0
C05688,5.0
C05691,20.0
C05703,0.0
C05726,6.0
C05729,8.0
C05744,5.0
C05745,5.0
C05746,6.0
C05747,7.0
C05748,7.0
C05749,6.0
C05750,7.0
C05751,8.0
C05752,7.0
C05753,8.0
C05754,9.0
C05755,7.0
C05756,9.0
C05757,10.0
C05758,9.0
C05759,9.0
C05760,10.0
C05761,8.0
C05762,9.0
C05763,10.0
C05764,8.0
C05775,14.0
C05819,11.0
C05822,17.0
C05840,5.0
C05841,12.0
C05847,11.0
C05892,44.0
C05893,73.0
C05894,76.0
C05897,75.0
C05898,77.0
C05921,31.0
C05922,20.0
C05923,19.0
C05928,26.0
C05929,30.0
C06006,6.0
C06007,5.0
C06010,5.0
C06022,33.0
C06024,59.0
C06025,70.0
C06032,5.0
C06055,9.0
C06056,5.0
C06112,39.0
C06113,25.0
C06135,37.0
C06148,19.0
C06156,10.0
C06193,18.0
C06194,18.0
C06196,17.0
C06249,9.0
C06250,16.0
C06397,28.0
C06481,24.0
C06567,9.0
C06611,3.0
C06612,3.0
C06613,3.0
C06899,5.0
C07490,4.0
C07645,11.0
C07648,8.0
C07649,6.0
C07836,10.0
C07838,10.0
C08492,4.0
C09332,24.0
C11038,18.0
C11039,21.0
C11355,11.0
C11434,7.0
C11435,22.0
C11436,25.0
C11437,9.0
C11439,13.0
C11440,12.0
C11453,8.0
C11472,10.0
C11638,8.0
C11736,12.0
C11811,9.0
C11826,122.0
C11827,129.0
C11907,24.0
C12214,10.0
C12215,8.0
C12739,11.0
C13378,20.0
C14089,6.0
C14090,6.0
C14099,6.0
C14463,6.0
C14818,1.0
C15556,8.0
C15586,13.0
C15587,7.0
C15809,3.0
C15811,8.0
C15812,9.0
C15972,9.0
C15973,8.0
C15996,10.0
C16219,9.0
C16220,9.0
C16221,10.0
C16236,7.0
C16237,9.0
C16239,8.0
C16240,0.0
C16310,4.0
C16348,3.0
C16396,7.0
C16399,6.0
C16551,10.0
C16565,5.0
C16586,10.0
C16587,11.0
C16595,11.0
C16596,11.0
C16614,9.0
C16615,19.0
C16617,20.0
C16619,18.0
C16633,12.0
C16634,16.0
C16635,13.0
C16636,NaN
C16672,13.0
C16675,12.0
C16698,15.0
C16832,8.0
C17023,NaN
C17322,35.0
C17324,36.0
C17556,32.0
C18046,18.0
C18047,20.0
C18049,8.0
C18061,8.0
C18096,10.0
C18902,2.0
C19078,32.0
C19080,41.0
C19085,59.0
C19647,43.0
C19673,6.0
C19722,35.0
C19723,39.0
C19769,11.0
C19770,15.0
C19845,7.0
C19846,8.0
C19847,11.0
C19858,11.0
C19859,11.0
C19875,77.0
C19876,82.0
C20239,10.0
C20248,10.0
C20258,8.0
C20372,8.0
C20373,8.0
C20374,8.0
C20375,7.0
C20376,8.0
C20377,9.0
C20378,10.0
C20390,42.0
C20446,38.0
C20451,35.0
C20463,13.0
C20485,6.0
C20565,30.0
C20641,23.0
C20648,36.0
C20751,42.0
C20752,44.0
C20753,40.0
C20754,43.0
C20755,38.0
C20756,10.0
C20758,12.0
C20796,36.0
C20858,9.0
C20864,28.0
C20904,4.0
C21015,8.0
C21016,10.0
C21031,32.0
C21113,16.0
C21153,75.0
C21158,9.0
C21440,9.0
C21585,9.0
C21593,5.0
C21649,5.0
C21748,17.0
C21749,20.0
C21750,17.0
C21751,19.0
C22083,85.0
C22150,NaN
C22151,NaN
C22154,NaN
C22155,NaN
C22157,0.0
C22158,0.0
C22159,7.0
C22160,7.0
C22337,9.0
C22395,22.0
C22409,27.0
C22410,33.0
C22418,30.0
C22441,17.0
C22442,19.0
C22443,19.0
C22458,9.0
C22467,39.0
C22881,1.0
