cpd,ma
C00436,6.0
C00438,8.0
C00441,5.0
C00445,22.0
C00447,10.0
C00448,12.0
C00454,10.0
C00455,17.0
C00458,19.0
C00459,19.0
C00460,17.0
C00463,5.0
C00469,1.0
C00475,13.0
C00488,1.0
C00491,7.0
C00493,8.0
C00506,8.0
C00511,3.0
C00522,5.0
C00526,11.0
C00536,5.0
C00559,13.0
C00565,2.0
C00568,7.0
C00577,3.0
C00605,38.0
C00606,7.0
C00620,9.0
C00627,12.0
C00631,8.0
C00632,7.0
C00636,10.0
C00641,6.0
C00655,18.0
C00666,6.0
C00668,10.0
C00671,6.0
C00672,9.0
C00673,9.0
C00677,11.0
C00680,6.0
C00681,10.0
C00685,5.0
C00692,38.0
C00693,5.0
C00694,15.0
C00695,14.0
C00704,0.0
C00705,18.0
C00740,4.0
C00772,6.0
C00787,NaN
C00800,6.0
C00812,0.0
C00821,34.0
C00828,10.0
C00831,9.0
C00842,24.0
C00856,32.0
C00857,29.0
C00864,9.0
C00868,33.0
C00881,13.0
C00882,31.0
C00886,26.0
C00900,5.0
C00911,5.0
C00921,16.0
C00931,10.0
C00944,7.0
C00954,9.0
C00957,4.0
C00958,16.0
C00966,6.0
C00979,5.0
C00993,6.0
C00997,NaN
C01000,NaN
C01005,8.0
C01024,31.0
C01035,8.0
C01037,7.0
C01050,29.0
C01051,29.0
C01063,40.0
C01079,22.0
C01081,18.0
C01087,5.0
C01092,7.0
C01094,10.0
C01099,10.0
C01102,9.0
C01103,17.0
C01104,3.0
C01112,8.0
C01127,6.0
C01134,13.0
C01137,18.0
C01157,6.0
C01165,5.0
C01171,10.0
C01172,10.0
C01179,9.0
C01185,16.0
C01187,8.0
C01209,5.0
C01212,33.0
C01217,38.0
C01222,25.0
C01228,20.0
C01229,17.0
C01230,21.0
C01236,10.0
C01240,9.0
C01260,30.0
C01268,16.0
C01269,14.0
C01271,6.0
C01279,7.0
C01300,11.0
C01302,17.0
C01304,17.0
C01311,20.0
C01335,0.0
C01336,0.0
C01344,19.0
C01345,20.0
C01346,16.0
C01352,41.0
C01353,2.0
C01367,17.0
C01368,15.0
C01419,7.0
C01528,1.0
C01563,2.0
C01595,9.0
C01635,NaN
C01636,NaN
C01638,NaN
C01639,NaN
C01641,NaN
C01642,NaN
C01643,NaN
C01644,NaN
C01645,NaN
C01646,NaN
C01647,NaN
C01648,NaN
C01649,NaN
C01650,NaN
C01651,NaN
C01652,NaN
C01653,NaN
C01656,4.0
C01659,3.0
C01672,3.0
C01762,14.0
C01847,22.0
C01888,3.0
C01909,9.0
C01931,25.0
C01962,6.0
C01977,37.0
C01978,42.0
C01997,10.0
C02047,40.0
C02090,25.0
C02097,24.0
C02128,19.0
C02133,6.0
C02163,40.0
C02166,27.0
C02188,9.0
C02191,26.0
C02218,4.0
C02265,9.0
C02282,38.0
C02291,8.0
C02320,12.0
C02353,17.0
C02354,17.0
C02355,15.0
C02356,5.0
C02412,23.0
C02415,9.0
C02430,39.0
C02501,6.0
C02505,7.0
C02508,9.0
C02512,6.0
C02520,9.0
C02532,8.0
C02553,27.0
C02554,38.0
C02583,8.0
C02630,5.0
C02637,8.0
C02693,9.0
C02702,30.0
C02713,11.0
C02737,13.0
C02743,8.0
C02745,NaN
C02749,6.0
C02764,32.0
C02839,43.0
C02869,NaN
C02882,6.0
C02929,4.0
C02962,10.0
C02967,33.0
C02984,26.0
C02987,38.0
C02988,33.0
C02992,28.0
C02999,12.0
C03023,10.0
C03028,20.0
C03078,7.0
C03082,9.0
C03089,6.0
C03090,9.0
C03125,38.0
C03127,39.0
C03150,13.0
C03170,27.0
C03175,12.0
C03193,11.0
C03232,8.0
C03263,24.0
C03294,38.0
C03306,10.0
C03344,39.0
C03356,9.0
C03363,9.0
C03391,34.0
C03402,29.0
C03419,9.0
C03451,14.0
C03453,6.0
C03492,13.0
C03506,13.0
C03508,5.0
C03511,32.0
C03512,44.0
C03523,6.0
C03539,11.0
C03541,30.0
C03617,33.0
C03620,2.0
C03633,9.0
C03684,11.0
C03688,NaN
C03722,8.0
C03723,10.0
C03735,10.0
C03740,9.0
C03741,5.0
C03794,22.0
C03798,9.0
C03800,9.0
C03838,13.0
C03859,NaN
C03880,30.0
C03885,28.0
C03892,12.0
C03895,11.0
C03899,15.0
C03912,6.0
C03939,3.0
C03972,7.0
C04039,5.0
C04051,8.0
C04079,11.0
C04088,8.0
C04121,26.0
C04145,26.0
C04146,24.0
C04157,38.0
C04160,38.0
C04181,6.0
C04225,6.0
C04230,13.0
C04232,10.0
C04233,13.0
C04242,16.0
C04246,5.0
C04250,34.0
C04258,34.0
C04272,5.0
C04281,7.0
C04294,8.0
C04302,16.0
C04309,9.0
C04311,11.0
C04317,11.0
C04327,12.0
C04332,15.0
C04340,18.0
C04352,15.0
C04377,36.0
C04394,21.0
C04419,19.0
C04421,9.0
C04425,20.0
C04432,38.0
C04438,11.0
C04442,11.0
C04454,15.0
C04462,10.0
C04478,12.0
C04494,23.0
C04501,13.0
C04517,13.0
C04556,11.0
C04566,NaN
C04573,27.0
C04574,31.0
C04593,6.0
C04618,6.0
C04619,8.0
C04620,8.0
C04631,30.0
C04633,9.0
C04635,11.0
C04643,14.0
C04646,18.0
C04652,38.0
C04656,12.0
C04677,18.0
C04681,18.0
C04688,9.0
C04691,11.0
C04702,49.0
C04732,11.0
C04735,9.0
C04738,36.0
C04752,12.0
C04756,14.0
C04807,16.0
C04809,NaN
C04823,22.0
C04824,29.0
C04850,20.0
C04851,68.0
C04856,30.0
C04874,13.0
C04877,43.0
C04882,49.0
C04895,19.0
C04899,31.0
C04919,49.0
C04932,49.0
C05167,4.0
C05172,3.0
C05198,12.0
C05212,14.0
C05223,8.0
C05269,39.0
C05335,7.0
C05336,39.0
C05345,10.0
C05359,NaN
C05378,10.0
C05379,6.0
C05382,10.0
C05512,13.0
C05519,5.0
C05526,14.0
C05527,6.0
C05528,7.0
C05640,13.0
C05670,3.0
C05684,2.0
C05688,5.0
C05689,6.0
C05691,20.0
C05695,9.0
C05698,6.0
C05699,8.0
C05703,0.0
C05711,9.0
C05726,6.0
C05729,8.0
C05744,5.0
C05745,5.0
C05746,6.0
C05747,7.0
C05748,7.0
C05749,6.0
C05750,7.0
C05751,8.0
C05752,7.0
C05753,8.0
C05754,9.0
C05755,7.0
C05756,9.0
C05757,9.0
C05758,9.0
C05759,9.0
C05760,10.0
C05761,8.0
C05762,9.0
C05763,10.0
C05764,8.0
C05766,32.0
C05768,23.0
C05770,26.0
C05807,9.0
C05809,24.0
C05810,20.0
C05819,11.0
C05822,17.0
C05840,5.0
C05841,12.0
C05844,12.0
C05847,11.0
C05848,10.0
C05892,44.0
C05893,74.0
C05897,66.0
C05898,77.0
C05921,31.0
C05922,20.0
C05923,19.0
C05924,20.0
C05928,26.0
C05929,30.0
C05938,6.0
C05946,6.0
C05947,6.0
C05951,21.0
C05973,11.0
C05974,12.0
C05983,20.0
C05993,19.0
C06006,6.0
C06007,5.0
C06010,5.0
C06022,33.0
C06024,59.0
C06025,67.0
C06026,83.0
C06040,18.0
C06041,26.0
C06055,9.0
C06056,5.0
C06060,NaN
C06102,5.0
C06103,5.0
C06112,39.0
C06113,25.0
C06114,9.0
C06148,19.0
C06156,10.0
C06193,18.0
C06194,18.0
C06196,17.0
C06232,2.0
C06244,2.0
C06249,9.0
C06250,16.0
C06251,70.0
C06365,17.0
C06397,28.0
C06398,28.0
C06427,9.0
C06481,24.0
C06482,24.0
C06744,NaN
C07086,7.0
C07335,10.0
C07478,7.0
C07479,7.0
C07649,6.0
C07836,10.0
C07838,10.0
C09332,24.0
C09815,6.0
C11038,18.0
C11039,20.0
C11355,11.0
C11434,7.0
C11435,21.0
C11436,25.0
C11437,9.0
C11439,13.0
C11440,12.0
C11453,8.0
C11472,10.0
C11475,34.0
C11638,8.0
C11811,9.0
C11826,122.0
C11827,129.0
C11838,5.0
C12214,10.0
C12215,8.0
C13378,20.0
C13425,17.0
C14463,6.0
C14818,1.0
C14830,25.0
C15498,1.0
C15556,8.0
C15586,13.0
C15587,7.0
C15602,NaN
C15603,NaN
C15653,11.0
C15810,6.0
C15811,8.0
C15812,9.0
C15814,6.0
C15972,9.0
C15996,10.0
C15999,8.0
C16219,9.0
C16220,9.0
C16221,10.0
C16240,0.0
C16396,7.0
C16399,6.0
C16565,5.0
C16618,19.0
C16619,18.0
C16634,16.0
C16636,NaN
C16663,NaN
C16664,NaN
C16675,10.0
C16999,21.0
C17010,13.0
C17017,13.0
C17018,9.0
C17023,NaN
C17322,35.0
C17324,36.0
C17556,33.0
C18091,3.0
C18096,10.0
C18237,22.0
C18239,17.0
C18902,2.0
C19647,43.0
C19673,6.0
C19722,35.0
C19723,39.0
C19823,26.0
C19842,21.0
C19845,7.0
C19846,8.0
C19847,11.0
C19848,34.0
C19858,11.0
C19859,11.0
C19871,38.0
C19875,77.0
C19876,82.0
C19878,10.0
C19879,10.0
C19880,10.0
C19882,10.0
C19961,25.0
C19971,27.0
C19972,8.0
C20082,12.0
C20083,33.0
C20239,10.0
C20246,14.0
C20247,14.0
C20248,10.0
C20258,8.0
C20267,6.0
C20372,8.0
C20373,8.0
C20374,8.0
C20375,7.0
C20376,8.0
C20377,9.0
C20378,10.0
C20395,27.0
C20446,38.0
C20463,13.0
C20482,30.0
C20483,33.0
C20485,6.0
C20560,8.0
C20641,23.0
C20648,36.0
C20658,26.0
C20743,10.0
C20751,42.0
C20753,40.0
C20755,38.0
C20756,10.0
C20758,12.0
C20772,9.0
C20773,21.0
C20796,36.0
C20858,9.0
C20864,28.0
C20897,28.0
C20904,4.0
C20905,5.0
C20969,6.0
C21008,13.0
C21031,32.0
C21065,9.0
C21214,8.0
C21215,26.0
C21284,29.0
C21310,22.0
C21440,9.0
C21461,90.0
C21462,89.0
C21463,89.0
C21723,26.0
C21724,28.0
C21748,17.0
C21749,20.0
C21750,17.0
C21751,18.0
C21994,147.0
C21995,101.0
C21996,80.0
C22288,4.0
C22337,9.0
C22395,22.0
C22409,27.0
C22410,33.0
C22418,30.0
C22438,8.0
C22441,17.0
C22442,18.0
C22443,20.0
C22458,9.0
C22690,34.0
C22881,1.0
C22886,10.0
